timestamp,R,G,B,luminosity
00:13:56.260620,1977.599976,6536.0,514.799988,38.201199
00:13:56.760711,1977.599976,6564.0,3858.399902,37.6078
00:13:57.260803,172.800003,1560.0,5439.200195,37.650799
00:13:57.760894,192.0,1564.0,5423.600098,37.6422
00:13:58.260986,192.0,1576.0,5413.200195,37.6078
00:13:58.761077,172.800003,1576.0,1716.0,0.0
00:13:59.261169,0.0,0.0,0.0,0.0
00:13:59.761260,0.0,0.0,0.0,0.0
00:14:00.261291,0.0,0.0,0.0,0.0
00:14:00.761383,0.0,0.0,10.4,11.5756
00:14:01.261444,3801.600098,992.0,10.4,11.5584
00:14:01.761535,3840.0,1008.0,5.2,11.5756
00:14:02.261627,3820.800049,1000.0,10.4,11.5498
00:14:02.761718,3801.600098,1000.0,369.200012,39.4482
00:14:03.261810,2054.399902,6740.0,540.799988,39.284801
00:14:03.762054,2025.599976,6736.0,509.600006,39.396599
00:14:04.261962,2054.399902,6744.0,540.799988,39.379398
00:14:04.762054,2035.199951,6728.0,4040.399902,38.811798
00:14:05.262268,192.0,1636.0,5636.799805,38.811798
00:14:05.762237,172.800003,1632.0,5610.799805,38.889198
00:14:06.262329,163.199997,1636.0,5605.600098,38.958
00:14:06.762542,192.0,1632.0,1716.0,0.0
00:14:07.262512,0.0,0.0,0.0,0.0
00:14:07.762481,0.0,0.0,0.0,0.0086
00:14:08.262725,0.0,0.0,0.0,0.0
00:14:08.762695,0.0,0.0,0.0,12.0486
00:14:09.262786,3993.600098,1048.0,0.0,12.0056
00:14:09.762939,3916.800049,1048.0,0.0,12.0314
00:14:10.262969,3955.199951,1040.0,0.0,11.9884
00:14:10.763061,3955.199951,1040.0,384.799988,40.6264
00:14:11.263244,2092.800049,6920.0,540.799988,40.5662
00:14:11.763214,2073.600098,6928.0,551.200012,40.6264
00:14:12.263275,2092.800049,6908.0,551.200012,40.591999
00:14:12.763488,2073.600098,6920.0,4253.600098,40.161999
00:14:13.263458,192.0,1680.0,5792.799805,40.144798
00:14:13.763549,192.0,1696.0,5798.0,40.256599
00:14:14.263732,172.800003,1680.0,5803.200195,40.161999
00:14:14.763702,192.0,1688.0,1695.199951,0.0
00:14:15.263793,0.0,8.0,0.0,0.0172
00:14:15.763946,0.0,0.0,0.0,0.0
00:14:16.263946,0.0,0.0,0.0,0.0
00:14:16.764038,0.0,0.0,0.0,12.4356
