Current,R_R,R_G,R_B,R_L,G_R,G_G,G_B,G_L,B_R,B_G,B_B,B_L
218,27436.800781,6960.0,36.400002,88.820801,7200.0,26652.0,3697.199951,173.771606,1084.800049,8756.0,28423.199219,198.832001
219,27552.0,6996.0,26.0,89.104599,7248.0,26736.0,3686.800049,174.124207,1056.0,8776.0,28516.800781,199.270599
220,27628.800781,7004.0,36.400002,89.397003,7228.799805,26796.0,3738.800049,174.812195,1036.800049,8784.0,28537.599609,199.726395
221,27763.199219,7056.0,31.200001,89.878601,7228.799805,26832.0,3733.600098,175.113205,1065.599976,8828.0,28626.0,200.655197
222,27840.0,7072.0,36.400002,90.050598,7286.399902,26924.0,3749.199951,175.551804,1084.800049,8848.0,28631.199219,201.197006
223,27868.800781,7092.0,36.400002,90.454803,7324.799805,26972.0,3723.199951,176.007599,1094.400024,8876.0,28792.400391,201.437805
224,28032.0,7112.0,31.200001,90.764397,7257.600098,27084.0,3790.800049,176.343002,1094.400024,8912.0,28776.800781,201.910797
225,28080.0,7104.0,31.200001,91.116997,7334.399902,27136.0,3801.199951,176.841797,1104.0,8924.0,28984.800781,202.615997
226,28204.800781,7168.0,36.400002,91.478203,7353.600098,27168.0,3796.0,177.469604,1075.199951,8976.0,28990.0,203.269608
227,28300.800781,7180.0,41.599998,91.701797,7372.799805,27224.0,3811.600098,177.589996,1094.400024,9000.0,29042.0,203.888794
228,28348.800781,7204.0,36.400002,92.0028,7372.799805,27312.0,3842.800049,178.183395,1094.400024,9008.0,29182.400391,204.207001
229,28492.800781,7220.0,31.200001,92.467201,7411.200195,27396.0,3853.199951,178.707993,1094.400024,9056.0,29291.599609,204.852005
230,28550.400391,7244.0,26.0,92.811203,7401.600098,27428.0,3848.0,178.966003,1123.199951,9076.0,29307.199219,205.453995
231,28598.400391,7260.0,46.799999,92.991798,7449.600098,27500.0,3889.600098,179.524994,1113.599976,9112.0,29395.599609,206.279602
232,28732.800781,7292.0,36.400002,93.318604,7440.0,27560.0,3894.800049,179.955002,1104.0,9128.0,29473.599609,206.442993
233,28790.400391,7292.0,31.200001,93.585197,7459.200195,27528.0,3905.199951,180.298996,1113.599976,9164.0,29582.800781,207.165405
234,28963.199219,7340.0,41.599998,94.049599,7488.0,27644.0,3915.600098,180.686005,1132.800049,9180.0,29530.800781,207.827606
235,29030.400391,7336.0,36.400002,94.367798,7507.200195,27748.0,3946.800049,181.184799,1142.400024,9232.0,29744.0,208.489807
236,29068.800781,7364.0,36.400002,94.720398,7536.0,27776.0,3957.199951,181.563202,1132.800049,9256.0,29780.400391,209.091797
237,29222.400391,7372.0,36.400002,95.124603,7507.200195,27872.0,3983.199951,182.104996,1132.800049,9288.0,29894.800781,209.745407
238,29203.199219,7392.0,26.0,95.331001,7526.399902,27904.0,3967.600098,182.388794,1152.0,9308.0,29957.199219,210.123795
239,29337.599609,7428.0,46.799999,95.640602,7584.0,27968.0,3972.800049,182.9478,1152.0,9336.0,29988.400391,210.803207
240,29347.199219,7452.0,46.799999,96.061996,7545.600098,28024.0,4009.199951,183.197205,1152.0,9344.0,30082.0,211.112793
241,29558.400391,7484.0,36.400002,96.405998,7603.200195,28072.0,4050.800049,183.695999,1152.0,9376.0,30144.400391,211.362198
242,29606.400391,7488.0,31.200001,96.681198,7622.399902,28120.0,4024.800049,184.1604,1142.400024,9388.0,30196.400391,212.1362
243,29635.199219,7536.0,20.799999,96.930603,7622.399902,28184.0,4061.199951,184.598999,1152.0,9440.0,30264.0,212.746796
244,29798.400391,7520.0,31.200001,97.274597,7641.600098,28260.0,4071.600098,184.788193,1171.199951,9456.0,30368.0,213.305801
245,29846.400391,7552.0,26.0,97.738998,7622.399902,28312.0,4071.600098,185.467606,1161.599976,9476.0,30409.599609,214.002396
246,29932.800781,7544.0,41.599998,98.065804,7670.399902,28368.0,4097.600098,185.802994,1190.400024,9536.0,30451.199219,214.354996
247,30019.199219,7588.0,36.400002,98.254997,7699.200195,28432.0,4076.800049,186.147003,1171.199951,9552.0,30596.800781,214.767807
248,30115.199219,7624.0,31.200001,98.409798,7680.0,28452.0,4128.799805,186.766205,1171.199951,9576.0,30622.800781,215.533203
249,30268.800781,7644.0,31.200001,98.9086,7728.0,28552.0,4118.399902,187.007004,1190.400024,9592.0,30732.0,216.031998
250,30364.800781,7668.0,31.200001,99.1408,7708.799805,28580.0,4144.399902,187.402603,1200.0,9636.0,30810.0,216.522202
251,30384.0,7696.0,26.0,99.459,7747.200195,28684.0,4139.200195,187.746597,1190.400024,9672.0,30882.800781,217.029602
252,30432.0,7712.0,52.0,99.846001,7737.600098,28696.0,4180.799805,188.236801,1190.400024,9680.0,30877.599609,217.666
253,30604.800781,7724.0,26.0,100.078201,7756.799805,28772.0,4196.399902,188.520599,1209.599976,9712.0,31028.400391,218.242203
254,30595.199219,7736.0,41.599998,100.508202,7814.399902,28836.0,4217.200195,189.062393,1171.199951,9712.0,31122.0,218.740997
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
