timestamp,Current_R,Current_G,Current_B,R,G,B,luminosity
00:24:04.364715,0,101,0,4752.0,17108.0,1866.800049,106.906601
00:24:06.365112,0,0,101,595.200012,4940.0,16806.400391,115.8936
00:24:10.365814,102,0,0,14486.400391,3764.0,31.200001,44.771599
00:24:12.366149,0,102,0,4800.0,17236.0,1882.400024,107.740799
00:24:14.366546,0,0,102,595.200012,4968.0,16941.599609,116.813797
00:24:18.367218,103,0,0,14582.400391,3812.0,20.799999,45.253201
00:24:20.367523,0,103,0,4800.0,17308.0,1898.0,108.377197
00:24:22.367889,0,0,103,614.400024,4996.0,17056.0,117.518997
00:24:26.368499,104,0,0,14659.200195,3828.0,31.200001,45.580002
00:24:28.368865,0,104,0,4848.0,17404.0,1924.0,109.151199
00:24:30.369232,0,0,104,604.799988,5012.0,17165.199219,118.353203
00:24:34.369995,105,0,0,14851.200195,3876.0,15.6,46.053001
00:24:36.370391,0,105,0,4876.799805,17524.0,1924.0,110.002602
00:24:38.370697,0,0,105,595.200012,5064.0,17284.800781,119.170197
00:24:42.371429,106,0,0,14899.200195,3892.0,15.6,46.508801
00:24:44.371704,0,106,0,4896.0,17620.0,1944.800049,110.4842
00:24:46.372070,0,0,106,633.599976,5104.0,17420.0,120.073196
00:24:50.372680,107,0,0,15043.200195,3936.0,10.4,46.9044
00:24:52.372985,0,107,0,4867.200195,17748.0,1955.199951,111.404404
00:24:54.373352,0,0,107,624.0,5152.0,17534.400391,121.001999
00:24:58.374053,108,0,0,15264.0,3968.0,5.2,47.257
00:25:00.374389,0,108,0,4934.399902,17828.0,1981.199951,112.040802
00:25:02.374725,0,0,108,604.799988,5180.0,17643.599609,121.887802
00:25:06.375396,109,0,0,15312.0,3996.0,5.2,47.644001
00:25:08.375732,0,109,0,4963.200195,17912.0,2002.0,112.780403
00:25:10.376129,0,0,109,624.0,5216.0,17763.199219,122.636002
00:25:14.376739,110,0,0,15456.0,4028.0,10.4,48.0998
00:25:16.377136,0,110,0,4972.799805,18056.0,2017.599976,113.459801
00:25:18.377441,0,0,110,633.599976,5256.0,17810.0,123.530403
00:25:22.378204,111,0,0,15609.599609,4048.0,20.799999,48.486801
00:25:24.378570,0,111,0,5030.399902,18120.0,2028.0,113.941399
00:25:26.379028,0,0,111,643.200012,5280.0,17997.199219,124.183998
00:25:30.379608,112,0,0,15744.0,4112.0,20.799999,48.977001
00:25:32.380004,0,112,0,5049.600098,18248.0,2043.599976,114.698196
00:25:34.380249,0,0,112,624.0,5332.0,18127.199219,125.095596
00:25:38.380920,113,0,0,15868.799805,4132.0,5.2,49.407001
00:25:40.381225,0,113,0,5078.399902,18364.0,2069.600098,115.489403
00:25:42.381622,0,0,113,643.200012,5356.0,18200.0,125.886803
00:25:46.382293,114,0,0,15984.0,4156.0,31.200001,49.793999
00:25:48.382690,0,114,0,5107.200195,18468.0,2085.199951,116.151604
00:25:50.382934,0,0,114,643.200012,5400.0,18330.0,126.652199
00:25:54.383697,115,0,0,16166.400391,4188.0,26.0,50.223999
00:25:56.383941,0,115,0,5145.600098,18556.0,2095.600098,116.8396
00:25:58.384277,0,0,115,633.599976,5436.0,18475.599609,127.538002
